trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Used_image_1,Used_image_2,Used_image_3,Used_image_4,Used_image_5,Used_image_6,Used_image_7,Used_image_8,Unused_image_1,Unused_image_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,welcome.started,welcome.stopped,pointer_dot_0.started,pointer_dot_0.stopped,pointer_dot_1.started,pointer_dot_1.stopped,pointer_dot_2.started,pointer_dot_2.stopped,SD_image.started,SD_image.stopped,memDisplayOnTimePractice,mem_image_0_practice,mem_image_1_practice,mem_image_2_practice,mem_image_3_practice,mem_image_4_practice,mem_image_5_practice,mem_image_6_practice,mem_image_7_practice,retention_interval_practice,retro_0_post_1_practice,change_or_no_practice,cue_location_practice,mem_display_to_test_array_duration_s,mem_display_to_cue_duration_s,routine_duration_s,array_image_1f.started,array_image_1f.stopped,array_image_2f.started,array_image_2f.stopped,array_image_3f.started,array_image_3f.stopped,array_image_4f.started,array_image_4f.stopped,array_image_5f.started,array_image_5f.stopped,array_image_6f.started,array_image_6f.stopped,array_image_7f.started,array_image_7f.stopped,array_image_8f.started,array_image_8f.stopped,pointer_dot_0b.started,pointer_dot_0b.stopped,pointer_dot_1b.started,pointer_dot_1b.stopped,pointer_dot_2b.started,pointer_dot_2b.stopped,sd_practice_resp.keys,sd_practice_resp.rt,sd_practice_resp.started,sd_practice_resp.stopped,text_10.started,text_10.stopped,conf_practice_resp.keys,conf_practice_resp.rt,conf_practice_resp.started,conf_practice_resp.stopped,image.started,image.stopped,training_trial_index,memDisplayOnTimeTraining,mem_image_0_training,mem_image_1_training,mem_image_2_training,mem_image_3_training,mem_image_4_training,mem_image_5_training,mem_image_6_training,mem_image_7_training,retro_0_post_1_training,change_or_no_training,cue_location_training,array_image_1l.started,array_image_1l.stopped,test_image_0_training,test_image_1_training,test_image_2_training,test_image_3_training,test_image_4_training,test_image_5_training,test_image_6_training,test_image_7_training,consecutive_correct_retro_short,array_image_1m.started,array_image_1m.stopped,array_image_2m.started,array_image_2m.stopped,array_image_3m.started,array_image_3m.stopped,array_image_4m.started,array_image_4m.stopped,array_image_5m.started,array_image_5m.stopped,array_image_6m.started,array_image_6m.stopped,array_image_7m.started,array_image_7m.stopped,array_image_8m.started,array_image_8m.stopped,pointer_dot_0d.started,pointer_dot_0d.stopped,pointer_dot_1d.started,pointer_dot_1d.stopped,pointer_dot_2d.started,pointer_dot_2d.stopped,reminder_training.started,reminder_training.stopped,sd_training_resp.keys,sd_training_resp.rt,sd_training_resp.started,sd_training_resp.stopped,text_15.started,text_15.stopped,conf_training_resp.keys,conf_training_resp.rt,conf_training_resp.started,conf_training_resp.stopped,text.started,text.stopped,short_interval_training_finished,training_trial_index_long_this_block,correct_retro_long_this_block,retro_trials_long_this_block,long_interval_block_finished,long_block_retro_acc,reached_criterion,run_out_of_trials,participant,mapping,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,62.28589702000005,None,287.147363187,None,287.147363187,None,287.147363187,None,310.83169678,None,300.995274556,0,7,1,8,4,5,3,6,1.6,1,1,7,1.5,1.6,2.1,365.397682059,None,365.397682059,None,365.397682059,None,365.397682059,None,365.397682059,None,365.397682059,None,365.397682059,None,365.397682059,None,365.477723279,365.9841858980001,365.477723279,365.9841858980001,365.477723279,365.9841858980001,left,2.0995686200000137,365.477723279,None,367.6368559250001,None,z,18.748445703000016,367.6368559250001,None,367.6368559250001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,32,2022_Sep_08_1203,templeton_exp2A_SD,2020.2.10,37.51564285070233,
,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,366.133187193,2,7,3,6,4,9,0,5,1.6,0,1,0,2.9000000000000004,1.6,2.9000000000000004,431.905824792,None,431.905824792,None,431.905824792,None,431.905824792,None,431.905824792,None,431.905824792,None,431.905824792,None,431.905824792,None,430.59967323600006,431.1061860980001,430.59967323600006,431.1061860980001,430.59967323600006,431.1061860980001,left,1.0234706319999987,431.905824792,None,432.985440617,None,z,2.5438705710000704,432.985440617,None,432.985440617,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,32,2022_Sep_08_1203,templeton_exp2A_SD,2020.2.10,37.51564285070233,
,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,377.43778187,0,6,3,8,2,9,1,7,1.6,0,1,3,2.9000000000000004,1.6,2.9000000000000004,443.20825708899997,None,443.20825708899997,None,443.20825708899997,None,443.20825708899997,None,443.20825708899997,None,443.20825708899997,None,443.20825708899997,None,443.20825708899997,None,441.902088197,442.408571755,441.902088197,442.408571755,441.902088197,442.408571755,left,1.1450431150000213,443.20825708899997,None,444.38109543400003,None,c,1.6042047209999737,444.38109543400003,None,444.38109543400003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,32,2022_Sep_08_1203,templeton_exp2A_SD,2020.2.10,37.51564285070233,
,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,386.21927891000007,1,9,4,5,3,7,2,6,1.6,1,0,4,1.5,1.6,2.1,450.57874830000003,None,450.57874830000003,None,450.57874830000003,None,450.57874830000003,None,450.57874830000003,None,450.57874830000003,None,450.57874830000003,None,450.57874830000003,None,450.68543399600003,451.191909945,450.68543399600003,451.191909945,450.68543399600003,451.191909945,down,1.6678237699999272,450.68543399600003,None,452.39145763700003,None,x,1.145790634999912,452.39145763700003,None,452.39145763700003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,32,2022_Sep_08_1203,templeton_exp2A_SD,2020.2.10,37.51564285070233,
,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,393.737573098,4,7,1,9,3,8,0,6,1.6,1,1,2,1.5,1.6,2.1,458.122510334,None,458.122510334,None,458.122510334,None,458.122510334,None,458.122510334,None,458.122510334,None,458.122510334,None,458.122510334,None,458.202587334,458.70901575000005,458.202587334,458.70901575000005,458.202587334,458.70901575000005,down,1.7826717479999843,458.202587334,None,460.01515494500006,None,x,0.6021461289999479,460.01515494500006,None,460.01515494500006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,32,2022_Sep_08_1203,templeton_exp2A_SD,2020.2.10,37.51564285070233,
,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,400.374570811,0,5,1,6,2,8,4,7,1.6,0,0,4,2.9000000000000004,1.6,2.9000000000000004,466.146166591,None,466.146166591,None,466.146166591,None,466.146166591,None,466.146166591,None,466.146166591,None,466.146166591,None,466.146166591,None,464.840069179,465.346445355,464.840069179,465.346445355,464.840069179,465.346445355,down,1.255127999000024,466.146166591,None,467.4523552410001,None,z,1.3169424740000295,467.4523552410001,None,467.4523552410001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,32,2022_Sep_08_1203,templeton_exp2A_SD,2020.2.10,37.51564285070233,
,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,408.07872492399997,1,8,3,7,2,5,4,9,1.6,1,0,1,1.5,1.6,2.1,472.437144625,None,472.437144625,None,472.437144625,None,472.437144625,None,472.437144625,None,472.437144625,None,472.437144625,None,472.437144625,None,472.54382339000006,473.05023367800004,472.54382339000006,473.05023367800004,472.54382339000006,473.05023367800004,down,1.85747577799998,472.54382339000006,None,474.43638946500005,None,z,2.7089192050000293,474.43638946500005,None,474.43638946500005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,32,2022_Sep_08_1203,templeton_exp2A_SD,2020.2.10,37.51564285070233,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,444.76030977000005,0,6,2,9,3,8,4,7,0,0,1,507.09072241900003,None,0,6,2,9,3,8,4,7,0,509.71634156100004,None,509.71634156100004,None,509.71634156100004,None,509.71634156100004,None,509.71634156100004,None,509.71634156100004,None,509.71634156100004,None,509.71634156100004,None,508.42355636800005,508.93003282899997,508.42355636800005,508.93003282899997,508.42355636800005,508.93003282899997,None,None,left,1.0369091840000237,509.71634156100004,None,None,None,z,1.05867308400002,510.82264376600006,None,511.91552899300007,None,,,,,,,,,105,32,2022_Sep_08_1203,templeton_exp2A_SD,2020.2.10,37.51564285070233,
,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,450.17307951400005,4,6,1,7,0,9,2,8,1,0,6,512.488679494,None,4,6,1,7,0,9,2,8,0,513.70154785,None,513.70154785,None,513.70154785,None,513.70154785,None,513.70154785,None,513.70154785,None,513.70154785,None,513.70154785,None,513.808189663,514.314561356,513.808189663,514.314561356,513.808189663,514.314561356,None,None,down,1.5771063199999844,513.808189663,None,None,None,z,6.452444817000014,515.46083387,None,521.9650325700001,None,,,,,,,,,105,32,2022_Sep_08_1203,templeton_exp2A_SD,2020.2.10,37.51564285070233,
,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,460.22159046,2,5,3,8,1,6,0,9,0,1,0,522.538229335,None,4,5,3,8,1,6,0,9,1,525.137210806,None,525.137210806,None,525.137210806,None,525.137210806,None,525.137210806,None,525.137210806,None,525.137210806,None,525.137210806,None,523.831013721,524.337517066,523.831013721,524.337517066,523.831013721,524.337517066,None,None,left,0.9520266120000542,525.137210806,None,None,None,z,1.139177952999944,526.150133623,None,527.3230718450001,None,,,,,,,,,105,32,2022_Sep_08_1203,templeton_exp2A_SD,2020.2.10,37.51564285070233,
