trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Used_image_1,Used_image_2,Used_image_3,Used_image_4,Used_image_5,Used_image_6,Used_image_7,Used_image_8,Unused_image_1,Unused_image_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,welcome.started,welcome.stopped,pointer_dot_0.started,pointer_dot_0.stopped,pointer_dot_1.started,pointer_dot_1.stopped,pointer_dot_2.started,pointer_dot_2.stopped,SD_image.started,SD_image.stopped,memDisplayOnTimePractice,mem_image_0_practice,mem_image_1_practice,mem_image_2_practice,mem_image_3_practice,mem_image_4_practice,mem_image_5_practice,mem_image_6_practice,mem_image_7_practice,retention_interval_practice,retro_0_post_1_practice,change_or_no_practice,cue_location_practice,mem_display_to_test_array_duration_s,mem_display_to_cue_duration_s,routine_duration_s,array_image_1f.started,array_image_1f.stopped,array_image_2f.started,array_image_2f.stopped,array_image_3f.started,array_image_3f.stopped,array_image_4f.started,array_image_4f.stopped,array_image_5f.started,array_image_5f.stopped,array_image_6f.started,array_image_6f.stopped,array_image_7f.started,array_image_7f.stopped,array_image_8f.started,array_image_8f.stopped,pointer_dot_0b.started,pointer_dot_0b.stopped,pointer_dot_1b.started,pointer_dot_1b.stopped,pointer_dot_2b.started,pointer_dot_2b.stopped,sd_practice_resp.keys,sd_practice_resp.rt,sd_practice_resp.started,sd_practice_resp.stopped,text_10.started,text_10.stopped,conf_practice_resp.keys,conf_practice_resp.rt,conf_practice_resp.started,conf_practice_resp.stopped,image.started,image.stopped,training_trial_index,memDisplayOnTimeTraining,mem_image_0_training,mem_image_1_training,mem_image_2_training,mem_image_3_training,mem_image_4_training,mem_image_5_training,mem_image_6_training,mem_image_7_training,retro_0_post_1_training,change_or_no_training,cue_location_training,array_image_1l.started,array_image_1l.stopped,test_image_0_training,test_image_1_training,test_image_2_training,test_image_3_training,test_image_4_training,test_image_5_training,test_image_6_training,test_image_7_training,consecutive_correct_retro_short,array_image_1m.started,array_image_1m.stopped,array_image_2m.started,array_image_2m.stopped,array_image_3m.started,array_image_3m.stopped,array_image_4m.started,array_image_4m.stopped,array_image_5m.started,array_image_5m.stopped,array_image_6m.started,array_image_6m.stopped,array_image_7m.started,array_image_7m.stopped,array_image_8m.started,array_image_8m.stopped,pointer_dot_0d.started,pointer_dot_0d.stopped,pointer_dot_1d.started,pointer_dot_1d.stopped,pointer_dot_2d.started,pointer_dot_2d.stopped,reminder_training.started,reminder_training.stopped,sd_training_resp.keys,sd_training_resp.rt,sd_training_resp.started,sd_training_resp.stopped,text_15.started,text_15.stopped,conf_training_resp.keys,conf_training_resp.rt,conf_training_resp.started,conf_training_resp.stopped,text.started,text.stopped,short_interval_training_finished,training_trial_index_long_this_block,correct_retro_long_this_block,retro_trials_long_this_block,long_interval_block_finished,long_block_retro_acc,reached_criterion,run_out_of_trials,participant,mapping,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,9.959867473000031,None,53.809860068000035,None,53.809860068000035,None,53.809860068000035,None,82.02584336199993,None,96.73680467100007,2,8,4,6,3,9,0,7,1.6,1,1,3,1.5,1.6,2.1,108.81571584099993,None,108.81571584099993,None,108.81571584099993,None,108.81571584099993,None,108.81571584099993,None,108.81571584099993,None,108.81571584099993,None,108.81571584099993,None,108.90898994400004,109.41558474099998,108.90898994400004,109.41558474099998,108.90898994400004,109.41558474099998,left,6.63467265700001,108.90898994400004,None,115.58648405899999,None,c,8.357097333999945,115.58648405899999,None,115.58648405899999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,118.68507225000008,0,6,3,8,4,9,2,7,1.6,1,0,7,1.5,1.6,2.1,130.75418497600003,None,130.75418497600003,None,130.75418497600003,None,130.75418497600003,None,130.75418497600003,None,130.75418497600003,None,130.75418497600003,None,130.75418497600003,None,130.86069904700003,131.36723043400002,130.86069904700003,131.36723043400002,130.86069904700003,131.36723043400002,down,2.0110533949998626,130.86069904700003,None,132.89992130399992,None,x,3.5877304989999175,132.89992130399992,None,132.89992130399992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,128.30983726199997,1,6,4,7,2,8,0,9,1.6,1,1,2,1.5,1.6,2.1,140.37714488799998,None,140.37714488799998,None,140.37714488799998,None,140.37714488799998,None,140.37714488799998,None,140.37714488799998,None,140.37714488799998,None,140.37714488799998,None,140.48372766300008,140.9901383009999,140.48372766300008,140.9901383009999,140.48372766300008,140.9901383009999,down,5.4918452299998535,140.48372766300008,None,146.00161587699995,None,x,2.1820667069998763,146.00161587699995,None,146.00161587699995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,145.353313114,2,8,1,9,4,5,3,7,1.6,1,1,6,1.5,1.6,2.1,157.41055857399988,None,157.41055857399988,None,157.41055857399988,None,157.41055857399988,None,157.41055857399988,None,157.41055857399988,None,157.41055857399988,None,157.41055857399988,None,157.50403254999992,158.01040431299998,157.50403254999992,158.01040431299998,157.50403254999992,158.01040431299998,down,1.8316258380000363,157.50403254999992,None,159.35655705299996,None,z,0.6751181679999263,159.35655705299996,None,159.35655705299996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,152.25805112900002,2,5,3,6,0,9,1,8,1.6,0,1,7,2.9000000000000004,1.6,2.9000000000000004,165.714169222,None,165.714169222,None,165.714169222,None,165.714169222,None,165.714169222,None,165.714169222,None,165.714169222,None,165.714169222,None,164.40800797899988,164.91445303699993,164.40800797899988,164.91445303699993,164.40800797899988,164.91445303699993,down,1.3815151429998878,165.714169222,None,167.11362861499993,None,z,0.942047859000013,167.11362861499993,None,167.11362861499993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,159.38909199199998,3,8,0,6,4,7,2,5,1.6,0,0,5,2.9000000000000004,1.6,2.9000000000000004,172.84478931400008,None,172.84478931400008,None,172.84478931400008,None,172.84478931400008,None,172.84478931400008,None,172.84478931400008,None,172.84478931400008,None,172.84478931400008,None,171.55192601099998,172.05840493999995,171.55192601099998,172.05840493999995,171.55192601099998,172.05840493999995,left,1.4108251329998893,172.84478931400008,None,174.27092501800007,None,z,1.320708016000026,174.27092501800007,None,174.27092501800007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,167.17292498300003,0,8,3,9,1,6,4,5,1.6,0,0,0,2.9000000000000004,1.6,2.9000000000000004,180.62848909800005,None,180.62848909800005,None,180.62848909800005,None,180.62848909800005,None,180.62848909800005,None,180.62848909800005,None,180.62848909800005,None,180.62848909800005,None,179.335833976,179.8421727519999,179.335833976,179.8421727519999,179.335833976,179.8421727519999,down,1.2511780590000399,180.62848909800005,None,181.89470989899996,None,z,0.9608707780000714,181.89470989899996,None,181.89470989899996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,177.45379264500002,1,8,4,6,3,7,2,5,1,1,6,187.45257989800007,None,1,8,4,6,3,7,0,5,0,188.67880647900006,None,188.67880647900006,None,188.67880647900006,None,188.67880647900006,None,188.67880647900006,None,188.67880647900006,None,188.67880647900006,None,188.67880647900006,None,188.7854384279999,189.29187610600002,188.7854384279999,189.29187610600002,188.7854384279999,189.29187610600002,None,None,down,4.014230699000109,188.7854384279999,None,None,None,z,5.1597130449999895,192.86394771899995,None,198.04861336,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,188.6367477880001,4,5,0,7,3,9,1,6,0,0,3,198.6350175739999,None,4,5,0,7,3,9,1,6,0,201.26068559600003,None,201.26068559600003,None,201.26068559600003,None,201.26068559600003,None,201.26068559600003,None,201.26068559600003,None,201.26068559600003,None,201.26068559600003,None,199.95453461500006,200.461112835,199.95453461500006,200.461112835,199.95453461500006,200.461112835,None,None,down,2.618980147000002,201.26068559600003,None,None,None,z,0.4253119410000181,203.92636530799996,None,204.36614334799992,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,194.9542427230001,4,9,1,7,0,6,2,8,1,0,7,204.952678183,None,4,9,1,7,0,6,2,8,0,206.16557704599995,None,206.16557704599995,None,206.16557704599995,None,206.16557704599995,None,206.16557704599995,None,206.16557704599995,None,206.16557704599995,None,206.16557704599995,None,206.272179972,206.77855662000002,206.272179972,206.77855662000002,206.272179972,206.77855662000002,None,None,left,2.775479875999963,206.272179972,None,None,None,z,1.4379519300000538,209.09771597100007,None,210.55046494399994,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,201.13820467799997,3,9,4,5,0,7,1,6,0,0,7,211.1370033180001,None,3,9,4,5,0,7,1,6,0,213.76272489100006,None,213.76272489100006,None,213.76272489100006,None,213.76272489100006,None,213.76272489100006,None,213.76272489100006,None,213.76272489100006,None,213.76272489100006,None,212.469831504,212.976288416,212.469831504,212.976288416,212.469831504,212.976288416,None,None,down,4.252839663000032,213.76272489100006,None,228.05055904000005,None,z,128.54805224400002,218.06765360300005,None,346.6322344129999,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,337.22140851200015,4,6,1,7,2,8,0,9,0,0,0,347.21871748800004,None,4,6,1,7,2,8,0,9,1,349.8443149689999,None,349.8443149689999,None,349.8443149689999,None,349.8443149689999,None,349.8443149689999,None,349.8443149689999,None,349.8443149689999,None,349.8443149689999,None,348.551685786,349.05800530400006,348.551685786,349.05800530400006,348.551685786,349.05800530400006,None,None,left,1.1872447389998797,349.8443149689999,None,None,None,z,0.8837438580001162,351.0839273480001,None,351.9902045890001,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,342.57777928400014,4,7,1,8,0,9,2,6,0,0,4,352.5767295999999,None,4,7,1,8,0,9,2,6,2,355.2024267689999,None,355.2024267689999,None,355.2024267689999,None,355.2024267689999,None,355.2024267689999,None,355.2024267689999,None,355.2024267689999,None,355.2024267689999,None,353.8961203890001,354.402726263,353.8961203890001,354.402726263,353.8961203890001,354.402726263,None,None,left,2.7172405230001004,355.2024267689999,None,None,None,z,2.2222374039999977,357.9613964529999,None,360.20045505200005,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,350.7875087740001,1,7,0,5,3,9,2,6,1,0,7,360.7869182300001,None,1,7,0,5,3,9,2,6,2,362.0131672719999,None,362.0131672719999,None,362.0131672719999,None,362.0131672719999,None,362.0131672719999,None,362.0131672719999,None,362.0131672719999,None,362.0131672719999,None,362.106418201,362.6129177969999,362.106418201,362.6129177969999,362.106418201,362.6129177969999,None,None,left,1.9492030499998236,362.106418201,None,None,None,z,1.0139866769998207,364.105653865,None,365.14523101500004,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,355.731601684,0,6,4,8,2,7,3,9,0,0,0,365.73181325099995,None,0,6,4,8,2,7,3,9,3,368.3573855540001,None,368.3573855540001,None,368.3573855540001,None,368.3573855540001,None,368.3573855540001,None,368.3573855540001,None,368.3573855540001,None,368.3573855540001,None,367.0512777409999,367.5577100820001,367.0512777409999,367.5577100820001,367.0512777409999,367.5577100820001,None,None,left,1.3142773459999262,368.3573855540001,None,None,None,z,0.6987236889999622,369.7169461369999,None,370.43655921999994,None,,,,,,,,,106,23,2022_Sep_20_1409,templeton_exp2A_SD,2020.2.10,74.95432321016702,
