trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Used_image_1,Used_image_2,Used_image_3,Used_image_4,Used_image_5,Used_image_6,Used_image_7,Used_image_8,Unused_image_1,Unused_image_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,welcome.started,welcome.stopped,pointer_dot_0.started,pointer_dot_0.stopped,pointer_dot_1.started,pointer_dot_1.stopped,pointer_dot_2.started,pointer_dot_2.stopped,SD_image.started,SD_image.stopped,memDisplayOnTimePractice,mem_image_0_practice,mem_image_1_practice,mem_image_2_practice,mem_image_3_practice,mem_image_4_practice,mem_image_5_practice,mem_image_6_practice,mem_image_7_practice,retention_interval_practice,retro_0_post_1_practice,change_or_no_practice,cue_location_practice,mem_display_to_test_array_duration_s,mem_display_to_cue_duration_s,routine_duration_s,array_image_1f.started,array_image_1f.stopped,array_image_2f.started,array_image_2f.stopped,array_image_3f.started,array_image_3f.stopped,array_image_4f.started,array_image_4f.stopped,array_image_5f.started,array_image_5f.stopped,array_image_6f.started,array_image_6f.stopped,array_image_7f.started,array_image_7f.stopped,array_image_8f.started,array_image_8f.stopped,pointer_dot_0b.started,pointer_dot_0b.stopped,pointer_dot_1b.started,pointer_dot_1b.stopped,pointer_dot_2b.started,pointer_dot_2b.stopped,sd_practice_resp.keys,sd_practice_resp.rt,sd_practice_resp.started,sd_practice_resp.stopped,text_10.started,text_10.stopped,conf_practice_resp.keys,conf_practice_resp.rt,conf_practice_resp.started,conf_practice_resp.stopped,image.started,image.stopped,training_trial_index,memDisplayOnTimeTraining,mem_image_0_training,mem_image_1_training,mem_image_2_training,mem_image_3_training,mem_image_4_training,mem_image_5_training,mem_image_6_training,mem_image_7_training,retro_0_post_1_training,change_or_no_training,cue_location_training,array_image_1l.started,array_image_1l.stopped,test_image_0_training,test_image_1_training,test_image_2_training,test_image_3_training,test_image_4_training,test_image_5_training,test_image_6_training,test_image_7_training,consecutive_correct_retro_short,array_image_1m.started,array_image_1m.stopped,array_image_2m.started,array_image_2m.stopped,array_image_3m.started,array_image_3m.stopped,array_image_4m.started,array_image_4m.stopped,array_image_5m.started,array_image_5m.stopped,array_image_6m.started,array_image_6m.stopped,array_image_7m.started,array_image_7m.stopped,array_image_8m.started,array_image_8m.stopped,pointer_dot_0d.started,pointer_dot_0d.stopped,pointer_dot_1d.started,pointer_dot_1d.stopped,pointer_dot_2d.started,pointer_dot_2d.stopped,reminder_training.started,reminder_training.stopped,sd_training_resp.keys,sd_training_resp.rt,sd_training_resp.started,sd_training_resp.stopped,text_15.started,text_15.stopped,conf_training_resp.keys,conf_training_resp.rt,conf_training_resp.started,conf_training_resp.stopped,text.started,text.stopped,short_interval_training_finished,training_trial_index_long_this_block,correct_retro_long_this_block,retro_trials_long_this_block,long_interval_block_finished,long_block_retro_acc,reached_criterion,run_out_of_trials,participant,mapping,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,94.1635576650001,None,148.74290214199982,None,148.74290214199982,None,148.74290214199982,None,249.19821054700014,None,270.343564795,4,8,1,5,2,7,0,9,1.6,1,0,3,1.5,1.6,2.1,366.60700053400024,None,366.60700053400024,None,366.60700053400024,None,366.60700053400024,None,366.60700053400024,None,366.60700053400024,None,366.60700053400024,None,366.60700053400024,None,366.7135893569998,367.2201258270002,366.7135893569998,367.2201258270002,366.7135893569998,367.2201258270002,left,3.0147400030000426,366.7135893569998,None,369.80583823200004,None,z,7.834533269000076,369.80583823200004,None,369.80583823200004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,23,2022_Sep_12_1104,templeton_exp2A_SD,2020.2.10,37.51258505026819,
,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,300.9889753990001,3,5,2,8,0,7,4,9,1.6,1,0,5,1.5,1.6,2.1,397.2220356600001,None,397.2220356600001,None,397.2220356600001,None,397.2220356600001,None,397.2220356600001,None,397.2220356600001,None,397.2220356600001,None,397.2220356600001,None,397.32874070900016,397.83516499899997,397.32874070900016,397.83516499899997,397.32874070900016,397.83516499899997,left,1.215641379000317,397.32874070900016,None,398.59489185600023,None,z,0.3495011129998602,398.59489185600023,None,398.59489185600023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,23,2022_Sep_12_1104,templeton_exp2A_SD,2020.2.10,37.51258505026819,
,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,306.85295926300023,3,8,2,5,0,7,4,6,1.6,0,1,7,2.9000000000000004,1.6,2.9000000000000004,404.499378731,None,404.499378731,None,404.499378731,None,404.499378731,None,404.499378731,None,404.499378731,None,404.499378731,None,404.499378731,None,403.19312037500003,403.69966481300025,403.19312037500003,403.69966481300025,403.19312037500003,403.69966481300025,left,3.0209932309999203,404.499378731,None,407.56486737700016,None,z,0.5475138730002982,407.56486737700016,None,407.56486737700016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,23,2022_Sep_12_1104,templeton_exp2A_SD,2020.2.10,37.51258505026819,
,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,316.035305076,0,5,2,6,1,7,3,9,1.6,1,1,1,1.5,1.6,2.1,412.2696835319998,None,412.2696835319998,None,412.2696835319998,None,412.2696835319998,None,412.2696835319998,None,412.2696835319998,None,412.2696835319998,None,412.2696835319998,None,412.37635279200003,412.8828142030002,412.37635279200003,412.8828142030002,412.37635279200003,412.8828142030002,down,1.4480147899998883,412.37635279200003,None,413.86914927199996,None,z,0.731234688999848,413.86914927199996,None,413.86914927199996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,23,2022_Sep_12_1104,templeton_exp2A_SD,2020.2.10,37.51258505026819,
,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,321.82127057000025,1,7,0,8,4,6,3,9,1.6,0,0,0,2.9000000000000004,1.6,2.9000000000000004,419.46703588399987,None,419.46703588399987,None,419.46703588399987,None,419.46703588399987,None,419.46703588399987,None,419.46703588399987,None,419.46703588399987,None,419.46703588399987,None,418.16086507599994,418.66729691499995,418.16086507599994,418.66729691499995,418.16086507599994,418.66729691499995,left,0.9573261389996333,419.46703588399987,None,420.4531483139999,None,z,0.4672253680000722,420.4531483139999,None,420.4531483139999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,23,2022_Sep_12_1104,templeton_exp2A_SD,2020.2.10,37.51258505026819,
,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,327.631676427,0,9,1,7,3,8,2,5,1.6,0,1,0,2.9000000000000004,1.6,2.9000000000000004,425.2781549199999,None,425.2781549199999,None,425.2781549199999,None,425.2781549199999,None,425.2781549199999,None,425.2781549199999,None,425.2781549199999,None,425.2781549199999,None,423.97189112800015,424.4784587570002,423.97189112800015,424.4784587570002,423.97189112800015,424.4784587570002,down,2.3302030020004167,425.2781549199999,None,427.65052302000004,None,z,0.41386295700021947,427.65052302000004,None,427.65052302000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,23,2022_Sep_12_1104,templeton_exp2A_SD,2020.2.10,37.51258505026819,
,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,334.66810219100034,2,9,1,5,0,6,3,7,1.6,1,1,3,1.5,1.6,2.1,430.90265997100005,None,430.90265997100005,None,430.90265997100005,None,430.90265997100005,None,430.90265997100005,None,430.90265997100005,None,430.90265997100005,None,430.90265997100005,None,431.00921475799987,431.51581369099995,431.00921475799987,431.51581369099995,431.00921475799987,431.51581369099995,down,3.975155298000118,431.00921475799987,None,435.03448430000026,None,z,0.4298861379998016,435.03448430000026,None,435.03448430000026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,23,2022_Sep_12_1104,templeton_exp2A_SD,2020.2.10,37.51258505026819,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,368.3302611580002,0,6,3,5,1,9,2,7,0,0,3,462.5306685639998,None,0,6,3,5,1,9,2,7,1,465.143047993,None,465.143047993,None,465.143047993,None,465.143047993,None,465.143047993,None,465.143047993,None,465.143047993,None,465.143047993,None,463.85015696300025,464.35669026799997,463.85015696300025,464.35669026799997,463.85015696300025,464.35669026799997,None,None,left,1.1772730839998076,465.143047993,None,None,None,z,2.535143283999787,466.4092314300001,None,468.9948997669999,None,,,,,,,,,104,23,2022_Sep_12_1104,templeton_exp2A_SD,2020.2.10,37.51258505026819,
,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.75,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,375.37714373400013,4,6,1,7,2,9,0,5,0,0,4,469.568046119,None,4,6,1,7,2,9,0,5,2,472.167063549,None,472.167063549,None,472.167063549,None,472.167063549,None,472.167063549,None,472.167063549,None,472.167063549,None,472.167063549,None,470.8608702360002,471.36736049399997,470.8608702360002,471.36736049399997,470.8608702360002,471.36736049399997,None,None,left,1.1773015500002657,472.167063549,None,None,None,z,0.5244481370000358,473.41993872500007,None,473.9796961070001,None,,,,,,,,,104,23,2022_Sep_12_1104,templeton_exp2A_SD,2020.2.10,37.51258505026819,
,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,380.360809925,1,9,4,6,2,7,3,5,1,1,2,474.5527490640002,None,1,9,0,6,2,7,3,5,2,475.7657057199999,None,475.7657057199999,None,475.7657057199999,None,475.7657057199999,None,475.7657057199999,None,475.7657057199999,None,475.7657057199999,None,475.7657057199999,None,475.84567439400007,476.35214964099987,475.84567439400007,476.35214964099987,475.84567439400007,476.35214964099987,None,None,down,1.114692880000348,475.84567439400007,None,None,None,z,2.173873418000312,477.018514291,None,479.2310518029999,None,,,,,,,,,104,23,2022_Sep_12_1104,templeton_exp2A_SD,2020.2.10,37.51258505026819,
